"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Desminado militar en operaciones";"NARIÑO";52;"ROBERTO PAYÁN";52621;2013;6;"Incidente";"Sin informacion";"Rural";1.695555556;-78.24777778;"Roberto Payan";"POINT (-78.24777778 1.695555556)";"2013-06-01";41426
"Sospecha de campo minado";"SANTANDER";68;"EL CARMEN";68235;2013;6;"Incidente";"Escuelas";"Rural";6.7092;-73.50726;"San_C.Chu_Rul_2013_36 Sector 40 Cañaverales.";"POINT (-73.50726 6.7092)";"2013-06-01";41426
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2015;6;"Incidente";"Sin informacion";"Rural";2.535555556;-74.23472222;"Vereda Puerto Mancha";"POINT (-74.23472222 2.535555556)";"2015-06-01";42156
"Sospecha de campo minado";"CALDAS";17;"SAMANÁ";17662;2013;10;"Incidente";"Fincas";"Rural";5.48118;-75.01765;"";"POINT (-75.01765 5.48118)";"2013-10-01";41548
"Incautaciones";"META";50;"MESETAS";50330;2009;4;"Incidente";"Campamentos ilegales";"Rural";2.86;-74.075;"La Vereda Palmeras";"POINT (-74.075 2.86)";"2009-04-01";39904
"Desminado militar en operaciones";"META";50;"URIBE";50370;2016;7;"Incidente";"Sin informacion";"Rural";2.848611111;-74.25277778;"ESPELDA";"POINT (-74.25277778 2.848611111)";"2016-07-01";42552
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2017;5;"Incidente";"Sin informacion";"Rural";2.846111111;-73.43833333;"COMUNEROS";"POINT (-73.43833333 2.846111111)";"2017-05-01";42856
"Desminado militar en operaciones";"NARIÑO";52;"CaRDOBA";52215;2012;6;"Incidente";"Sin informacion";"Rural";0.753333;-77.299444;"Bajo Granadillo";"POINT (-77.299444 0.753333)";"2012-06-01";41061
"Desminado militar en operaciones";"HUILA";41;"COLOMBIA";41206;2012;9;"Incidente";"Sin informacion";"Rural";3.310833333;-74.68138889;"Vereda El Dorado";"POINT (-74.68138889 3.310833333)";"2012-09-01";41153
"Accidente por MUSE";"BOYACA";15;"QUÍPAMA";15580;2005;9;"Accidente";"Sin informacion";"Rural";5.519178;-74.178614;"Vereda Note";"POINT (-74.178614 5.519178)";"2005-09-01";38596
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2008;11;"Incidente";"Sin informacion";"Rural";0.277778;-76.536944;"La Vereda Teteye";"POINT (-76.536944 0.277778)";"2008-11-01";39753
"Desminado militar en operaciones";"NARIÑO";52;"CUMBITARA";52233;2007;6;"Incidente";"Sin informacion";"Rural";1.64746;-77.579056;"";"POINT (-77.579056 1.64746)";"2007-06-01";39234
"Accidente por MAP";"ANTIOQUIA";5;"VALDIVIA";5854;2010;4;"Accidente";"Sin informacion";"Rural";7.165222;-75.438081;"Vereda Montefrio";"POINT (-75.438081 7.165222)";"2010-04-01";40269
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2007;10;"Incidente";"Sin informacion";"Rural";6.461209;-71.730855;"";"POINT (-71.730855 6.461209)";"2007-10-01";39356
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"HACARÍ";54344;2010;2;"Incidente";"Sin informacion";"Rural";8.301667;-73.023333;"El Pozono";"POINT (-73.023333 8.301667)";"2010-02-01";40210
"Incautaciones";"META";50;"EL CASTILLO";50251;2004;3;"Incidente";"Sin informacion";"Rural";3.579444;-73.801389;"";"POINT (-73.801389 3.579444)";"2004-03-01";38047
"Accidente por MAP";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2005;6;"Accidente";"Sin informacion";"Rural";7.701667;-75.676667;"Vereda La Danta";"POINT (-75.676667 7.701667)";"2005-06-01";38504
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2009;2;"Incidente";"Sin informacion";"Rural";3.253333;-74.01;"La Vereda La Argentina";"POINT (-74.01 3.253333)";"2009-02-01";39845
"Accidente por MAP";"TOLIMA";73;"DOLORES";73236;2006;7;"Accidente";"Sin informacion";"Rural";3.539477;-74.897326;"Sin información";"POINT (-74.897326 3.539477)";"2006-07-01";38899
"Desminado militar en operaciones";"CAQUETA";18;"MILÁN";18460;2010;5;"Incidente";"Sin informacion";"Rural";1.289829;-75.507011;"Reina Media";"POINT (-75.507011 1.289829)";"2010-05-01";40299
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"FLORIDA";76275;2010;4;"Incidente";"Sin informacion";"Rural";3.243611111;-76.10305556;"Cajones";"POINT (-76.10305556 3.243611111)";"2010-04-01";40269
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2010;5;"Incidente";"Sin informacion";"Rural";2.838889;-73.8425;"Cincuenta";"POINT (-73.8425 2.838889)";"2010-05-01";40299
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2003;5;"Incidente";"Sin informacion";"Rural";5.965414;-75.10198;"";"POINT (-75.10198 5.965414)";"2003-05-01";37742
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2010;1;"Incidente";"Sin informacion";"Rural";6.893889;-71.491111;"Rosa Blanca";"POINT (-71.491111 6.893889)";"2010-01-01";40179
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2011;3;"Incidente";"Sin informacion";"Rural";6.6475;-71.18;"Las Cuivas";"POINT (-71.18 6.6475)";"2011-03-01";40603
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"LA PLAYA";54398;2005;4;"Incidente";"Sin informacion";"Rural";8.2165;-73.241477;"";"POINT (-73.241477 8.2165)";"2005-04-01";38443
"Accidente por MAP";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2005;3;"Accidente";"Sin informacion";"Rural";5.965414;-75.10198;"Sin información";"POINT (-75.10198 5.965414)";"2005-03-01";38412
"Accidente por MAP";"PUTUMAYO";86;"PUERTO ASÍS";86568;2014;2;"Accidente";"Sin informacion";"Rural";0.4236111111;-76.19611111;"Vereda La Chilpa";"POINT (-76.19611111 0.4236111111)";"2014-02-01";41671
"Incautaciones";"ANTIOQUIA";5;"SANTUARIO";5697;2002;3;"Incidente";"Sin informacion";"Rural";6.136617;-75.264829;"";"POINT (-75.264829 6.136617)";"2002-03-01";37316
"Desminado militar en operaciones";"CAQUETA";18;"SAN JOSÉ DEL FRAGUA";18610;2012;11;"Incidente";"Sin informacion";"Rural";1.396388889;-76.0088889;"Vereda El Bosque";"POINT (-76.0088889 1.396388889)";"2012-11-01";41214
"Desminado militar en operaciones";"META";50;"LEJANÍAS";50400;2012;9;"Incidente";"Sin informacion";"Rural";3.53;-74.105278;"Vereda Guarumales";"POINT (-74.105278 3.53)";"2012-09-01";41153
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2014;10;"Incidente";"Sin informacion";"Rural";0.5302777778;-76.27;"Vereda Peneya";"POINT (-76.27 0.5302777778)";"2014-10-01";41913
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2010;12;"Incidente";"Sin informacion";"Rural";3.136944;-74.127778;"Jardin Peñas";"POINT (-74.127778 3.136944)";"2010-12-01";40513
"Desminado militar en operaciones";"META";50;"URIBE";50370;2013;6;"Incidente";"Sin informacion";"Rural";3.181666667;-74.44111111;"Vereda Santander";"POINT (-74.44111111 3.181666667)";"2013-06-01";41426
"Desminado militar en operaciones";"ANTIOQUIA";5;"VALDIVIA";5854;2010;5;"Incidente";"Sin informacion";"Rural";7.360278;-75.4275;"La Vereda La Esperanza";"POINT (-75.4275 7.360278)";"2010-05-01";40299
"Desminado militar en operaciones";"RISARALDA";66;"PEREIRA";66001;1994;9;"Incidente";"Sin informacion";"Rural";4.817114;-75.697948;"";"POINT (-75.697948 4.817114)";"1994-09-01";34578
"Desminado militar en operaciones";"CAQUETA";18;"EL DONCELLO";18247;2013;11;"Incidente";"Sin informacion";"Rural";1.595555556;-75.01;"Vereda La Balsora";"POINT (-75.01 1.595555556)";"2013-11-01";41579
"Incautaciones";"ANTIOQUIA";5;"RIONEGRO";5615;2002;7;"Incidente";"Sin informacion";"Urbana";6.153403;-75.379345;"";"POINT (-75.379345 6.153403)";"2002-07-01";37438
"Desminado militar en operaciones";"CAUCA";19;"SUÁREZ";19780;2013;3;"Incidente";"Sin informacion";"Rural";3.036388889;-76.7816667;"Vereda La Peña";"POINT (-76.7816667 3.036388889)";"2013-03-01";41334
"Desminado militar en operaciones";"CAUCA";19;"JAMBALÓ";19364;2005;10;"Incidente";"Sin informacion";"Rural";2.774519;-76.328291;"";"POINT (-76.328291 2.774519)";"2005-10-01";38626
"Desminado militar en operaciones";"TOLIMA";73;"VILLAHERMOSA";73870;2004;6;"Incidente";"Sin informacion";"Rural";4.919444;-75.108611;"";"POINT (-75.108611 4.919444)";"2004-06-01";38139
"Incautaciones";"CUNDINAMARCA";25;"SIBATÉ";25740;1997;3;"Incidente";"Sin informacion";"Rural";4.490044;-74.260323;"";"POINT (-74.260323 4.490044)";"1997-03-01";35490
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"TULUÁ";76834;2007;3;"Incidente";"Sin informacion";"Rural";4.084598;-76.212083;"";"POINT (-76.212083 4.084598)";"2007-03-01";39142
"Desminado militar en operaciones";"ANTIOQUIA";5;"ARGELIA";5055;2008;12;"Incidente";"Sin informacion";"Rural";5.724444;-75.1125;"Vereda Rosario";"POINT (-75.1125 5.724444)";"2008-12-01";39783
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2013;8;"Incidente";"Sin informacion";"Rural";6.647777778;-71.08027778;"Caño Azul";"POINT (-71.08027778 6.647777778)";"2013-08-01";41487
"Incautaciones";"ARAUCA";81;"TAME";81794;2007;6;"Incidente";"Sin informacion";"Rural";6.461209;-71.730855;"";"POINT (-71.730855 6.461209)";"2007-06-01";39234
"Desminado militar en operaciones";"META";50;"EL DORADO";50270;2007;6;"Incidente";"Sin informacion";"Rural";3.739444;-73.8775;"";"POINT (-73.8775 3.739444)";"2007-06-01";39234
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"HACARÍ";54344;2013;4;"Incidente";"Sin informacion";"Rural";8.344722222;-73.0227778;"Vereda El Cobre";"POINT (-73.0227778 8.344722222)";"2013-04-01";41365
"Desminado militar en operaciones";"CESAR";20;"LA JAGUA DE IBIRICO";20400;2015;3;"Incidente";"Sin informacion";"Rural";9.594166667;-73.22583333;"Vereda Caño Laja";"POINT (-73.22583333 9.594166667)";"2015-03-01";42064
"Desminado militar en operaciones";"ANTIOQUIA";5;"REMEDIOS";5604;2015;10;"Incidente";"Sin informacion";"Rural";7.053333333;-74.70972222;"Basmil Trampas";"POINT (-74.70972222 7.053333333)";"2015-10-01";42278
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2015;1;"Incidente";"Sin informacion";"Rural";1.025833333;-75.01194444;"Hermosas Bajas";"POINT (-75.01194444 1.025833333)";"2015-01-01";42005
"Accidente por MAP";"CHOCO";27;"RIOSUCIO";27615;2012;2;"Accidente";"Sin informacion";"Rural";7.433909044;-77.1211599;"CACANCA";"POINT (-77.1211599 7.433909044)";"2012-02-01";40940
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"TEORAMA";54800;2014;3;"Incidente";"Sin informacion";"Rural";8.621388889;-73.18138889;"Vda La Cecilia N/S";"POINT (-73.18138889 8.621388889)";"2014-03-01";41699
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2011;5;"Incidente";"Sin informacion";"Rural";7.571389;-75.627778;"La Piedra";"POINT (-75.627778 7.571389)";"2011-05-01";40664
"Desminado militar en operaciones";"META";50;"URIBE";50370;2014;5;"Incidente";"Sin informacion";"Rural";2.925;-74.30805556;"Vereda Mancitas";"POINT (-74.30805556 2.925)";"2014-05-01";41760
"Incautaciones";"CALDAS";17;"RIOSUCIO";17614;2003;2;"Incidente";"Sin informacion";"Rural";5.424265;-75.703599;"";"POINT (-75.703599 5.424265)";"2003-02-01";37653
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2011;12;"Incidente";"Sin informacion";"Rural";1.689722;-75.385278;"Vereda Monte Rey";"POINT (-75.385278 1.689722)";"2011-12-01";40878
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2019;2;"Incidente";"Sin informacion";"Rural";6.685;-71.34416667;"CENTRO POBLADO";"POINT (-71.34416667 6.685)";"2019-02-01";43497
"Sospecha de campo minado";"CALDAS";17;"SAMANÁ";17662;2015;10;"Incidente";"Caminos";"Rural";5.42887;-75.06625;"SCM_BIDES_2015_4675";"POINT (-75.06625 5.42887)";"2015-10-01";42278
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN CARLOS";5649;2008;12;"Incidente";"Sin informacion";"Rural";6.161667;-75.058333;"Vereda Choco";"POINT (-75.058333 6.161667)";"2008-12-01";39783
"Desminado militar en operaciones";"TOLIMA";73;"IBAGUÉ";73001;2010;2;"Incidente";"Sin informacion";"Rural";4.417222;-75.375;"La Cerrajosa";"POINT (-75.375 4.417222)";"2010-02-01";40210
"Desminado militar en operaciones";"CAUCA";19;"SUÁREZ";19780;2015;1;"Incidente";"Sin informacion";"Rural";3.096944444;-76.79111111;"Vereda La Paila";"POINT (-76.79111111 3.096944444)";"2015-01-01";42005
"Incautaciones";"ANTIOQUIA";5;"COCORNÁ";5197;2004;8;"Incidente";"Sin informacion";"Rural";6.058001;-75.185085;"";"POINT (-75.185085 6.058001)";"2004-08-01";38200
"Desminado militar en operaciones";"CHOCO";27;"LITORAL DEL SAN JUAN";27250;2018;8;"Incidente";"Sin informacion";"Rural";4.399722222;-77.00972222;"CUCURRUPI";"POINT (-77.00972222 4.399722222)";"2018-08-01";43313
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANORÍ";5040;2011;1;"Incidente";"Sin informacion";"Rural";7.053889;-75.150833;"La Mina Anori";"POINT (-75.150833 7.053889)";"2011-01-01";40544
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2016;10;"Incidente";"Sin informacion";"Rural";1.275555556;-75.2075;"INSPECCION LA UNION PENEYA";"POINT (-75.2075 1.275555556)";"2016-10-01";42644
"Desminado militar en operaciones";"META";50;"EL DORADO";50270;2010;7;"Incidente";"Sin informacion";"Rural";3.713333;-73.869722;"La Vereda Alto San Pedro";"POINT (-73.869722 3.713333)";"2010-07-01";40360
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"EL CERRITO";76248;2003;9;"Incidente";"Sin informacion";"Rural";3.688076;-76.316728;"";"POINT (-76.316728 3.688076)";"2003-09-01";37865
"Desminado militar en operaciones";"TOLIMA";73;"IBAGUÉ";73001;2010;8;"Incidente";"Sin informacion";"Rural";4.334167;-75.435;"Pavas Tol";"POINT (-75.435 4.334167)";"2010-08-01";40391
"Sospecha de campo minado";"SANTANDER";68;"EL CARMEN";68235;2013;9;"Incidente";"Fincas";"Rural";6.71865;-73.7086;"San_C.Chu_Fule_2013_49 Vereda La Y";"POINT (-73.7086 6.71865)";"2013-09-01";41518
"Desminado militar en operaciones";"CUNDINAMARCA";25;"FOSCA";25281;2012;3;"Incidente";"Sin informacion";"Rural";4.283611;-73.961389;"Sitio Alto La Sierra";"POINT (-73.961389 4.283611)";"2012-03-01";40969
"Incautaciones";"ARAUCA";81;"TAME";81794;2002;3;"Incidente";"Sin informacion";"Urbana";6.461209;-71.730855;"";"POINT (-71.730855 6.461209)";"2002-03-01";37316
"Desminado militar en operaciones";"CUNDINAMARCA";25;"JUNÍN";25372;2004;3;"Incidente";"Sin informacion";"Rural";4.634722;-73.6625;"";"POINT (-73.6625 4.634722)";"2004-03-01";38047
"Accidente por MAP";"ARAUCA";81;"TAME";81794;2018;3;"Accidente";"Sin informacion";"Rural";6.615;-71.57277778;"VEREDA FLORIDA ALTA";"POINT (-71.57277778 6.615)";"2018-03-01";43160
"Desminado militar en operaciones";"NARIÑO";52;"SAMANIEGO";52678;2008;2;"Incidente";"Sin informacion";"Rural";1.337083;-77.59313;"";"POINT (-77.59313 1.337083)";"2008-02-01";39479
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2005;12;"Incidente";"Sin informacion";"Rural";1.914487;-75.145009;"";"POINT (-75.145009 1.914487)";"2005-12-01";38687
"Desminado militar en operaciones";"ANTIOQUIA";5;"GRANADA";5313;2012;4;"Incidente";"Sin informacion";"Rural";6.082778;-75.110556;"Vereda La Maria";"POINT (-75.110556 6.082778)";"2012-04-01";41000
"Sospecha de campo minado";"BOLIVAR";13;"EL CARMEN DE BOLÍVAR";13244;2013;6;"Incidente";"Pueblos";"Rural";9.67139;-75.15738;"Rul Bides";"POINT (-75.15738 9.67139)";"2013-06-01";41426
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2012;12;"Incidente";"Sin informacion";"Rural";6.61416667;-71.07388889;"Vereda Cooperativa";"POINT (-71.07388889 6.61416667)";"2012-12-01";41244
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2012;7;"Incidente";"Sin informacion";"Rural";3.272222;-74.191389;"Vereda El Piñal";"POINT (-74.191389 3.272222)";"2012-07-01";41091
"Incautaciones";"CAUCA";19;"PÁEZ";19517;2006;2;"Incidente";"Sin informacion";"Rural";2.792778;-76.076944;"";"POINT (-76.076944 2.792778)";"2006-02-01";38749
"Desminado militar en operaciones";"SUCRE";70;"SAN PEDRO";70717;2006;3;"Incidente";"Sin informacion";"Rural";9.384082;-75.066677;"";"POINT (-75.066677 9.384082)";"2006-03-01";38777
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2009;5;"Incidente";"Sin informacion";"Rural";2.943056;-74.065556;"Las Palmeras";"POINT (-74.065556 2.943056)";"2009-05-01";39934
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2008;1;"Incidente";"Sin informacion";"Rural";3.086111;-73.988889;"";"POINT (-73.988889 3.086111)";"2008-01-01";39448
"Desminado militar en operaciones";"CAQUETA";18;"FLORENCIA";18001;2011;6;"Incidente";"Sin informacion";"Rural";1.750556;-75.434444;"La Union";"POINT (-75.434444 1.750556)";"2011-06-01";40695
"Accidente por MAP";"ANTIOQUIA";5;"TARAZÁ";5790;2005;11;"Accidente";"Sin informacion";"Rural";7.582546;-75.400212;"Corregimiento Vistahermosa";"POINT (-75.400212 7.582546)";"2005-11-01";38657
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2011;2;"Incidente";"Sin informacion";"Rural";6.470278;-71.889444;"La Vereda Alto Cravo";"POINT (-71.889444 6.470278)";"2011-02-01";40575
"Sospecha de campo minado";"ANTIOQUIA";5;"GRANADA";5313;2011;10;"Incidente";"Caminos";"Rural";6.091194444;-75.09394444;"Ant_Gran_Fule_2011_45";"POINT (-75.09394444 6.091194444)";"2011-10-01";40817
"Desminado militar en operaciones";"NARIÑO";52;"BARBACOAS";52079;2014;4;"Incidente";"Sin informacion";"Rural";1.6725;-78.13916667;"Casco Urbano";"POINT (-78.13916667 1.6725)";"2014-04-01";41730
"Desminado militar en operaciones";"BOYACA";15;"CHITA";15183;2004;12;"Incidente";"Sin informacion";"Rural";6.187512;-72.473284;"";"POINT (-72.473284 6.187512)";"2004-12-01";38322
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2014;3;"Incidente";"Sin informacion";"Rural";2.619166667;-72.32833333;"Boqueron";"POINT (-72.32833333 2.619166667)";"2014-03-01";41699
"Incautaciones";"CASANARE";85;"TÁMARA";85400;2009;6;"Incidente";"Caleta";"Rural";5.794722;-72.296667;"La Paja";"POINT (-72.296667 5.794722)";"2009-06-01";39965
"Accidente por MAP";"CORDOBA";23;"MONTERÍA";23001;2011;12;"Accidente";"Sin informacion";"Rural";8.773086;-75.879553;"";"POINT (-75.879553 8.773086)";"2011-12-01";40878
"Desminado militar en operaciones";"BOLIVAR";13;"SAN JACINTO";13654;2005;3;"Incidente";"Sin informacion";"Rural";9.858672;-75.116664;"";"POINT (-75.116664 9.858672)";"2005-03-01";38412
"Desminado militar en operaciones";"BOLIVAR";13;"CANTAGALLO";13160;2005;11;"Incidente";"Sin informacion";"Rural";7.247778;-74.123056;"";"POINT (-74.123056 7.247778)";"2005-11-01";38657
"Accidente por MAP";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2007;2;"Accidente";"Sin informacion";"Rural";1.850278;-74.564722;"Vereda El Progreso";"POINT (-74.564722 1.850278)";"2007-02-01";39114
"Desminado militar en operaciones";"CAQUETA";18;"EL PAUJIL";18256;2015;11;"Incidente";"Sin informacion";"Rural";1.326388889;-75.08055556;"PRIMAVERA";"POINT (-75.08055556 1.326388889)";"2015-11-01";42309
"Desminado militar en operaciones";"ANTIOQUIA";5;"SAN LUIS";5660;2004;2;"Incidente";"Sin informacion";"Rural";6.045124;-74.996793;"";"POINT (-74.996793 6.045124)";"2004-02-01";38018
"Accidente por MAP";"ANTIOQUIA";5;"YALÍ";5885;2001;6;"Accidente";"Sin informacion";"Rural";6.677439;-74.83687;"Vereda Tres Morros";"POINT (-74.83687 6.677439)";"2001-06-01";37043
"Desminado militar en operaciones";"ANTIOQUIA";5;"TARAZÁ";5790;2009;3;"Incidente";"Sin informacion";"Rural";7.397778;-75.225;"La Vereda Puri";"POINT (-75.225 7.397778)";"2009-03-01";39873
"Desminado militar en operaciones";"SANTANDER";68;"SAN VICENTE DE CHUCURÍ";68689;2012;7;"Incidente";"Sin informacion";"Rural";6.806667;-73.525;"Vereda Taguales";"POINT (-73.525 6.806667)";"2012-07-01";41091
"Desminado militar en operaciones";"CUNDINAMARCA";25;"SAN JUAN DE RIOSECO";25662;2004;6;"Incidente";"Sin informacion";"Rural";4.850674;-74.626128;"";"POINT (-74.626128 4.850674)";"2004-06-01";38139
"Accidente por MAP";"GUAVIARE";95;"CALAMAR";95015;2007;9;"Accidente";"Sin informacion";"Rural";1.958453;-72.654146;"Sin información";"POINT (-72.654146 1.958453)";"2007-09-01";39326
"Desminado militar en operaciones";"ANTIOQUIA";5;"REMEDIOS";5604;2005;6;"Incidente";"Sin informacion";"Rural";7.143056;-74.394167;"";"POINT (-74.394167 7.143056)";"2005-06-01";38504
"Desminado militar en operaciones";"SANTANDER";68;"PUERTO WILCHES";68575;2001;2;"Incidente";"Sin informacion";"Rural";7.34958;-73.906367;"";"POINT (-73.906367 7.34958)";"2001-02-01";36923
"Desminado militar en operaciones";"BOLIVAR";13;"SAN JUAN NEPOMUCENO";13657;2005;2;"Incidente";"Sin informacion";"Rural";9.955414;-75.085805;"";"POINT (-75.085805 9.955414)";"2005-02-01";38384
"Sospecha de campo minado";"ANTIOQUIA";5;"CAMPAMENTO";5134;2002;6;"Incidente";"Sin informacion";"Rural";7.100278;-75.280278;"";"POINT (-75.280278 7.100278)";"2002-06-01";37408
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANDES";5034;2001;11;"Incidente";"Sin informacion";"Rural";5.658534;-75.880931;"Sin información";"POINT (-75.880931 5.658534)";"2001-11-01";37196
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2011;5;"Incidente";"Sin informacion";"Rural";7.029444;-71.413889;"Vereda Campo Alegre";"POINT (-71.413889 7.029444)";"2011-05-01";40664
"Desminado militar en operaciones";"HUILA";41;"AIPE";41016;2011;7;"Incidente";"Sin informacion";"Rural";3.210556;-75.571111;"Vereda Cachichi - Alto Del Oso";"POINT (-75.571111 3.210556)";"2011-07-01";40725
"Sospecha de campo minado";"ANTIOQUIA";5;"GRANADA";5313;2010;7;"Incidente";"Fincas";"Rural";6.169167;-75.123611;"Vereda San Miguel";"POINT (-75.123611 6.169167)";"2010-07-01";40360
"Desminado militar en operaciones";"VALLE DEL CAUCA";76;"TRUJILLO";76828;2016;6;"Incidente";"Sin informacion";"Rural";4.163055556;-76.3975;"ANDINAPOLES BAJO";"POINT (-76.3975 4.163055556)";"2016-06-01";42522
"Desminado militar en operaciones";"RISARALDA";66;"MISTRATÓ";66456;2006;2;"Incidente";"Sin informacion";"Rural";5.298203;-75.883341;"";"POINT (-75.883341 5.298203)";"2006-02-01";38749
"Desminado militar en operaciones";"ANTIOQUIA";5;"BRICEÑO";5107;2013;1;"Incidente";"Sin informacion";"Rural";7.113888889;-75.6116667;"La Calera";"POINT (-75.6116667 7.113888889)";"2013-01-01";41275
"Desminado militar en operaciones";"NARIÑO";52;"BARBACOAS";52079;2015;6;"Incidente";"Sin informacion";"Rural";1.379722222;-78.21472222;"Km 104+270";"POINT (-78.21472222 1.379722222)";"2015-06-01";42156
"Accidente por MAP";"SUCRE";70;"CHALÁN";70230;2016;10;"Accidente";"Fincas";"Rural";9.548344;-75.31689;"VEREDA EL PARAISO";"POINT (-75.31689 9.548344)";"2016-10-01";42644
"Desminado militar en operaciones";"META";50;"URIBE";50370;2010;5;"Incidente";"Sin informacion";"Rural";2.765278;-74.224722;"Amistad";"POINT (-74.224722 2.765278)";"2010-05-01";40299
"Incautaciones";"META";50;"PUERTO RICO";50590;2007;7;"Incidente";"Sin informacion";"Rural";2.939542;-73.207891;"";"POINT (-73.207891 2.939542)";"2007-07-01";39264
"Accidente por MAP";"VALLE DEL CAUCA";76;"FLORIDA";76275;2008;6;"Accidente";"Sin informacion";"Rural";3.326974;-76.243463;"Vereda Miravalle";"POINT (-76.243463 3.326974)";"2008-06-01";39600
"Accidente por MAP";"NARIÑO";52;"SAMANIEGO";52678;2009;11;"Accidente";"Sin informacion";"Rural";1.521944444;-77.7525;"Vereda San Juan";"POINT (-77.7525 1.521944444)";"2009-11-01";40118
"Desminado militar en operaciones";"ANTIOQUIA";5;"NARIÑO";5483;2006;11;"Incidente";"Sin informacion";"Rural";5.618056;-75.215278;"";"POINT (-75.215278 5.618056)";"2006-11-01";39022
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2015;11;"Incidente";"Sin informacion";"Rural";2.619722222;-74.78805556;"LAS MORRAS";"POINT (-74.78805556 2.619722222)";"2015-11-01";42309
"Desminado militar en operaciones";"CALDAS";17;"SAMANÁ";17662;2008;11;"Incidente";"Sin informacion";"Rural";5.653056;-74.970278;"El Tarro Pintado";"POINT (-74.970278 5.653056)";"2008-11-01";39753
"Desminado militar en operaciones";"ANTIOQUIA";5;"AMALFI";5031;2012;5;"Incidente";"Sin informacion";"Rural";6.988056;-74.940278;"Vereda Los Tigrillos";"POINT (-74.940278 6.988056)";"2012-05-01";41030
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANORÍ";5040;2012;1;"Incidente";"Sin informacion";"Rural";7.234167;-75.261944;"San Agustin";"POINT (-75.261944 7.234167)";"2012-01-01";40909
"Desminado militar en operaciones";"META";50;"VISTAHERMOSA";50711;2015;12;"Incidente";"Sin informacion";"Rural";3.081388889;-73.79277778;"CAÑO BLANCO";"POINT (-73.79277778 3.081388889)";"2015-12-01";42339
"Desminado militar en operaciones";"CAQUETA";18;"PUERTO RICO";18592;2012;12;"Incidente";"Sin informacion";"Rural";2.10388889;-74.96638889;"Media Falda Camino De Herradura Vereda El Retorno";"POINT (-74.96638889 2.10388889)";"2012-12-01";41244
"Desminado militar en operaciones";"CAQUETA";18;"SOLANO";18756;2014;7;"Incidente";"Sin informacion";"Rural";1.017222222;-75.20805556;"Danubio";"POINT (-75.20805556 1.017222222)";"2014-07-01";41821
"Sospecha de campo minado";"CASANARE";85;"RECETOR";85279;2005;7;"Incidente";"Sin informacion";"Rural";5.236109;-72.76312806;"";"POINT (-72.76312806 5.236109)";"2005-07-01";38534
