"TIPO_EVENTO";"DEPARTAMENTO";"CODIGO_DANE_DEPARTAMENTO";"MUNICIPIO";"CODIGO_DANE_MUNICIPIO";"AÑO";"MES";"EVENTO";"TIPO_LUGAR";"TIPO_AREA";"LATITUD_CABECERA";"LONGITUD_CABECERA";"SITIO";"UBICACION";"uno";"date"
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2015;5;"Incidente";"Sin informacion";"Rural";7.725;-76.16027778;"Quebrada El Guamo";"POINT (-76.16027778 7.725)";"2015-05-01";42125
"Accidente por MAP";"SUCRE";70;"OVEJAS";70508;2005;8;"Accidente";"Sin informacion";"Rural";9.636388889;-75.32138889;"Piedra Hueca";"POINT (-75.32138889 9.636388889)";"2005-08-01";38565
"Sospecha de campo minado";"SANTANDER";68;"EL CARMEN";68235;2011;7;"Incidente";"Fincas";"Rural";6.76675;-73.584556;"Ap/Vsl-01";"POINT (-73.584556 6.76675)";"2011-07-01";40725
"Desminado militar en operaciones";"CALDAS";17;"SAMANÁ";17662;2005;9;"Incidente";"Sin informacion";"Rural";5.411801;-74.989572;"";"POINT (-74.989572 5.411801)";"2005-09-01";38596
"Accidente por MAP";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2016;4;"Accidente";"Caminos";"Rural";2.561388889;-74.84222222;"VEREDA ALTO";"POINT (-74.84222222 2.561388889)";"2016-04-01";42461
"Desminado militar en operaciones";"TOLIMA";73;"RIOBLANCO";73616;2014;8;"Incidente";"Sin informacion";"Rural";3.482222222;-75.73222222;"Vereda Danubio";"POINT (-75.73222222 3.482222222)";"2014-08-01";41852
"Incautaciones";"NORTE DE SANTANDER";54;"ÁBREGO";54003;1996;4;"Incidente";"Sin informacion";"Rural";8.081507;-73.221319;"";"POINT (-73.221319 8.081507)";"1996-04-01";35156
"Desminado militar en operaciones";"SANTANDER";68;"SAN GIL";68679;1999;2;"Incidente";"Sin informacion";"Urbana";6.55;-73.2;"";"POINT (-73.2 6.55)";"1999-02-01";36192
"Desminado militar en operaciones";"NARIÑO";52;"BARBACOAS";52079;2015;6;"Incidente";"Sin informacion";"Rural";1.676111111;-78.125;"Barbacoas";"POINT (-78.125 1.676111111)";"2015-06-01";42156
"Municiones sin explotar";"ANTIOQUIA";5;"JARDÍN";5364;2002;3;"Incidente";"Sin informacion";"Rural";5.598519;-75.819064;"Uxo_Pp_9999878";"POINT (-75.819064 5.598519)";"2002-03-01";37316
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN CARLOS";5649;2012;1;"Incidente";"Fincas";"Rural";6.187566;-74.993636;"Sospecha Cancelada Vereda El Contento";"POINT (-74.993636 6.187566)";"2012-01-01";40909
"Desminado militar en operaciones";"ANTIOQUIA";5;"VALDIVIA";5854;2012;6;"Incidente";"Sin informacion";"Rural";7.409167;-75.291667;"La Coposa";"POINT (-75.291667 7.409167)";"2012-06-01";41061
"Accidente por MAP";"NORTE DE SANTANDER";54;"HACARÍ";54344;2018;8;"Accidente";"Campo";"Rural";8.323146597;-73.14882272;"VEREDA MESITAS";"POINT (-73.14882272 8.323146597)";"2018-08-01";43313
"Desminado militar en operaciones";"GUAVIARE";95;"CALAMAR";95015;2005;2;"Incidente";"Sin informacion";"Rural";1.9075;-72.463333;"";"POINT (-72.463333 1.9075)";"2005-02-01";38384
"Accidente por MAP";"CORDOBA";23;"PUERTO LIBERTADOR";23580;2006;9;"Accidente";"Sin informacion";"Rural";7.360556;-75.834167;"Sector La India";"POINT (-75.834167 7.360556)";"2006-09-01";38961
"Incautaciones";"META";50;"PUERTO RICO";50590;2006;8;"Incidente";"Sin informacion";"Rural";2.715556;-73.336667;"";"POINT (-73.336667 2.715556)";"2006-08-01";38930
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2007;2;"Incidente";"Sin informacion";"Rural";2.939542;-73.207891;"";"POINT (-73.207891 2.939542)";"2007-02-01";39114
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2009;4;"Incidente";"Sin informacion";"Rural";7.923333;-76.312222;"Sector Nain Vereda Taparito";"POINT (-76.312222 7.923333)";"2009-04-01";39904
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2011;10;"Incidente";"Sin informacion";"Rural";3.035278;-75.749722;"Ereda San Miguel";"POINT (-75.749722 3.035278)";"2011-10-01";40817
"Accidente por MAP";"ANTIOQUIA";5;"COCORNÁ";5197;2001;3;"Accidente";"Sin informacion";"Rural";6.058001;-75.185085;"Vereda La Secreta En Romería";"POINT (-75.185085 6.058001)";"2001-03-01";36951
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2011;6;"Incidente";"Sin informacion";"Rural";6.988333;-71.428333;"Vereda La Union";"POINT (-71.428333 6.988333)";"2011-06-01";40695
"Desminado militar en operaciones";"CUNDINAMARCA";25;"GUAYABAL DE SÍQUIMA";25328;2006;9;"Incidente";"Sin informacion";"Rural";4.877547;-74.466984;"";"POINT (-74.466984 4.877547)";"2006-09-01";38961
"Desminado militar en operaciones";"GUAVIARE";95;"MIRAFLORES";95200;2010;12;"Incidente";"Sin informacion";"Rural";1.3875;-71.9225;"En Miraflores";"POINT (-71.9225 1.3875)";"2010-12-01";40513
"Desminado militar en operaciones";"META";50;"PUERTO GAITÁN";50568;2010;8;"Incidente";"Sin informacion";"Rural";3.582778;-72.196111;"Kioscos";"POINT (-72.196111 3.582778)";"2010-08-01";40391
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2014;6;"Incidente";"Sin informacion";"Rural";8.057222222;-76.14166667;"El Ceibal";"POINT (-76.14166667 8.057222222)";"2014-06-01";41791
"Desminado militar en operaciones";"BOLIVAR";13;"CANTAGALLO";13160;2007;6;"Incidente";"Sin informacion";"Rural";7.305556;-74.0975;"";"POINT (-74.0975 7.305556)";"2007-06-01";39234
"Desminado militar en operaciones";"ANTIOQUIA";5;"EL BAGRE";5250;1992;7;"Incidente";"Sin informacion";"Rural";7.594228;-74.812181;"";"POINT (-74.812181 7.594228)";"1992-07-01";33786
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2009;5;"Incidente";"Sin informacion";"Rural";6.461209;-71.730855;"El Santo Domingo";"POINT (-71.730855 6.461209)";"2009-05-01";39934
"Desminado militar en operaciones";"BOLIVAR";13;"CANTAGALLO";13160;2012;5;"Incidente";"Sin informacion";"Rural";7.248333;-74.117778;"Vereda Lejanias";"POINT (-74.117778 7.248333)";"2012-05-01";41030
"Accidente por MAP";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2007;10;"Accidente";"Sin informacion";"Rural";2.651389;-74.804167;"Sector Guayabal, Vereda Lusitania";"POINT (-74.804167 2.651389)";"2007-10-01";39356
"Desminado militar en operaciones";"SUCRE";70;"OVEJAS";70508;2004;1;"Incidente";"Sin informacion";"Rural";9.517463;-75.229197;"Zona Rural";"POINT (-75.229197 9.517463)";"2004-01-01";37987
"Accidente por MAP";"CAUCA";19;"SANTA ROSA";19701;2004;9;"Accidente";"Sin informacion";"Rural";1.669167;-76.708056;"Vereda La Mina De Curiaco";"POINT (-76.708056 1.669167)";"2004-09-01";38231
"Desminado militar en operaciones";"VAUPES";97;"CARURÚ";97161;2010;12;"Incidente";"Sin informacion";"Rural";1.029444;-71.314167;"En Caruru";"POINT (-71.314167 1.029444)";"2010-12-01";40513
"Desminado militar en operaciones";"META";50;"LA MACARENA";50350;2014;9;"Incidente";"Sin informacion";"Rural";2.244444444;-74.455;"Sector San Juan De Losada";"POINT (-74.455 2.244444444)";"2014-09-01";41883
"Incautaciones";"VALLE DEL CAUCA";76;"PRADERA";76563;2006;10;"Incidente";"Sin informacion";"Rural";3.372723;-76.255928;"";"POINT (-76.255928 3.372723)";"2006-10-01";38991
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2009;6;"Incidente";"Sin informacion";"Rural";6.955;-71.586111;"La Ceiba";"POINT (-71.586111 6.955)";"2009-06-01";39965
"Incautaciones";"BOYACA";15;"LABRANZAGRANDE";15377;2001;5;"Incidente";"Sin informacion";"Rural";5.562992;-72.577719;"";"POINT (-72.577719 5.562992)";"2001-05-01";37012
"Desminado militar en operaciones";"SANTANDER";68;"BARRANCABERMEJA";68081;1995;11;"Incidente";"Sin informacion";"Rural";7.061193;-73.855997;"";"POINT (-73.855997 7.061193)";"1995-11-01";35004
"Desminado militar en operaciones";"BOYACA";15;"CUBARÁ";15223;2014;11;"Incidente";"Sin informacion";"Rural";6.985833333;-72.01472222;"Vereda Los Quereres Lugar La Blanquita";"POINT (-72.01472222 6.985833333)";"2014-11-01";41944
"Desminado militar en operaciones";"BOLIVAR";13;"CANTAGALLO";13160;2011;8;"Incidente";"Sin informacion";"Rural";7.25;-74.008611;"Vereda Coroncoro";"POINT (-74.008611 7.25)";"2011-08-01";40756
"Desminado militar en operaciones";"SANTANDER";68;"EL PLAYÓN";68255;2003;9;"Incidente";"Sin informacion";"Rural";7.476614;-73.207813;"";"POINT (-73.207813 7.476614)";"2003-09-01";37865
"Desminado militar en operaciones";"CHOCO";27;"EL CARMEN DEL ATRATO";27245;2012;2;"Incidente";"Sin informacion";"Rural";5.721111;-76.365278;"Sector El 18";"POINT (-76.365278 5.721111)";"2012-02-01";40940
"Desminado militar en operaciones";"ARAUCA";81;"PUERTO RONDÓN";81591;2015;7;"Incidente";"Sin informacion";"Rural";6.278055556;-71.10055556;"Puerto Rondon";"POINT (-71.10055556 6.278055556)";"2015-07-01";42186
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2009;10;"Incidente";"Sin informacion";"Rural";0.313889;-76.527778;"Las Montañitas";"POINT (-76.527778 0.313889)";"2009-10-01";40087
"Desminado militar en operaciones";"TOLIMA";73;"IBAGUÉ";73001;2010;12;"Incidente";"Sin informacion";"Rural";4.406944;-75.340556;"Curalito";"POINT (-75.340556 4.406944)";"2010-12-01";40513
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2006;3;"Incidente";"Sin informacion";"Rural";2.120008;-74.768227;"Libano";"POINT (-74.768227 2.120008)";"2006-03-01";38777
"Accidente por MAP";"NARIÑO";52;"SAMANIEGO";52678;2011;2;"Accidente";"Sin informacion";"Rural";1.337083;-77.59313;"";"POINT (-77.59313 1.337083)";"2011-02-01";40575
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2012;9;"Incidente";"Sin informacion";"Rural";2.976944;-75.759167;"Vereda La Hacienda";"POINT (-75.759167 2.976944)";"2012-09-01";41153
"Desminado militar en operaciones";"CESAR";20;"EL COPEY";20238;1994;8;"Incidente";"Sin informacion";"Rural";10.152186;-73.964759;"";"POINT (-73.964759 10.152186)";"1994-08-01";34547
"Sospecha de campo minado";"ANTIOQUIA";5;"COCORNÁ";5197;2009;12;"Incidente";"Sin informacion";"Rural";6.005533;-75.176311;"Finca Palmirita";"POINT (-75.176311 6.005533)";"2009-12-01";40148
"Incautaciones";"NORTE DE SANTANDER";54;"PUERTO SANTANDER";54553;2008;1;"Incidente";"Sin informacion";"Rural";8.36093;-72.409388;"";"POINT (-72.409388 8.36093)";"2008-01-01";39448
"Sospecha de campo minado";"ANTIOQUIA";5;"GRANADA";5313;2012;2;"Incidente";"Centro de salud";"Rural";6.07306;-75.1002;"Desecho La María";"POINT (-75.1002 6.07306)";"2012-02-01";40940
"Desminado militar en operaciones";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2015;2;"Incidente";"Sin informacion";"Rural";0.2725;-74.05361111;"Vereda Puerto Brasilia";"POINT (-74.05361111 0.2725)";"2015-02-01";42036
"Accidente por MAP";"VALLE DEL CAUCA";76;"PRADERA";76563;2012;1;"Accidente";"Sin informacion";"Rural";3.414722222;-76.17527778;"Sin información";"POINT (-76.17527778 3.414722222)";"2012-01-01";40909
"Desminado militar en operaciones";"VICHADA";99;"CUMARIBO";99773;2008;1;"Incidente";"Sin informacion";"Rural";3.454167;-70.537778;"";"POINT (-70.537778 3.454167)";"2008-01-01";39448
"Incautaciones";"ANTIOQUIA";5;"SAN FRANCISCO";5652;2005;1;"Incidente";"Sin informacion";"Rural";5.965414;-75.10198;"";"POINT (-75.10198 5.965414)";"2005-01-01";38353
"Sospecha de campo minado";"BOLIVAR";13;"ZAMBRANO";13894;2005;10;"Incidente";"Sin informacion";"Rural";9.733253;-74.832099;"";"POINT (-74.832099 9.733253)";"2005-10-01";38626
"Desminado militar en operaciones";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2016;10;"Incidente";"Sin informacion";"Rural";2.647222222;-74.80027778;"MIRAVALLE";"POINT (-74.80027778 2.647222222)";"2016-10-01";42644
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2018;5;"Incidente";"Sin informacion";"Rural";1.323611111;-78.56944444;"PLAYON";"POINT (-78.56944444 1.323611111)";"2018-05-01";43221
"Desminado militar en operaciones";"HUILA";41;"BARAYA";41078;2013;1;"Incidente";"Sin informacion";"Rural";3.024166667;-74.8938889;"Vereda Rio Blanco";"POINT (-74.8938889 3.024166667)";"2013-01-01";41275
"Accidente por MAP";"NORTE DE SANTANDER";54;"EL TARRA";54250;2008;8;"Accidente";"Sin informacion";"Rural";8.574766;-73.097044;"Sin información";"POINT (-73.097044 8.574766)";"2008-08-01";39661
"Accidente por MAP";"ANTIOQUIA";5;"GUATAPÉ";5321;2003;5;"Accidente";"Sin informacion";"Rural";6.231997;-75.15849;"Sin información";"POINT (-75.15849 6.231997)";"2003-05-01";37742
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2014;11;"Incidente";"Sin informacion";"Rural";0.4016666667;-76.65222222;"Vereda Putumayo 1";"POINT (-76.65222222 0.4016666667)";"2014-11-01";41944
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"CONVENCIÓN";54206;2011;5;"Incidente";"Sin informacion";"Rural";8.480833;-73.323056;"Vereda La Esmeralda";"POINT (-73.323056 8.480833)";"2011-05-01";40664
"Sospecha de campo minado";"SANTANDER";68;"EL PLAYÓN";68255;2002;1;"Incidente";"Sin informacion";"Rural";7.476614;-73.207813;"";"POINT (-73.207813 7.476614)";"2002-01-01";37257
"Accidente por MAP";"PUTUMAYO";86;"VALLE DEL GUAMUEZ";86865;2001;9;"Accidente";"Sin informacion";"Rural";0.424591;-76.905657;"Vereda El Ají";"POINT (-76.905657 0.424591)";"2001-09-01";37135
"Accidente por MAP";"ANTIOQUIA";5;"MURINDÓ";5475;2004;4;"Accidente";"Sin informacion";"Rural";6.976947;-76.818444;"Sin información";"POINT (-76.818444 6.976947)";"2004-04-01";38078
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2014;4;"Incidente";"Sin informacion";"Rural";0.4675;-76.16861111;"Vereda Campo Aji";"POINT (-76.16861111 0.4675)";"2014-04-01";41730
"Desminado militar en operaciones";"ARAUCA";81;"TAME";81794;2012;9;"Incidente";"Sin informacion";"Rural";6.630556;-71.752222;"Caño Grande";"POINT (-71.752222 6.630556)";"2012-09-01";41153
"Desminado militar en operaciones";"META";50;"URIBE";50370;2012;7;"Incidente";"Sin informacion";"Rural";2.787222;-74.227222;"Vereda La Estrella";"POINT (-74.227222 2.787222)";"2012-07-01";41091
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL CARMEN";54245;2015;12;"Incidente";"Sin informacion";"Rural";8.610833333;-73.37555556;"CHANBACU";"POINT (-73.37555556 8.610833333)";"2015-12-01";42339
"Desminado militar en operaciones";"CAUCA";19;"SANTA ROSA";19701;2003;11;"Incidente";"Sin informacion";"Rural";1.685233;-76.590251;"";"POINT (-76.590251 1.685233)";"2003-11-01";37926
"Desminado militar en operaciones";"ARAUCA";81;"SARAVENA";81736;2013;4;"Incidente";"Sin informacion";"Rural";6.775833333;-71.9758333;"Vereda Volcan De Calafitas";"POINT (-71.9758333 6.775833333)";"2013-04-01";41365
"Incautaciones";"META";50;"URIBE";50370;2004;3;"Incidente";"Sin informacion";"Rural";3.236111;-74.375833;"";"POINT (-74.375833 3.236111)";"2004-03-01";38047
"Desminado militar en operaciones";"CAUCA";19;"TORIBÍO";19821;2013;5;"Incidente";"Sin informacion";"Rural";2.9575;-76.26583333;"Casco Urbano";"POINT (-76.26583333 2.9575)";"2013-05-01";41395
"Desminado militar en operaciones";"PUTUMAYO";86;"PUERTO ASÍS";86568;2009;10;"Incidente";"Sin informacion";"Rural";0.378889;-76.563889;"La Pradita";"POINT (-76.563889 0.378889)";"2009-10-01";40087
"Incautaciones";"CAUCA";19;"BOLÍVAR";19100;2009;6;"Incidente";"Caleta";"Rural";1.768611;-76.958333;"El Chalguyaco";"POINT (-76.958333 1.768611)";"2009-06-01";39965
"Sospecha de campo minado";"BOLIVAR";13;"SAN JACINTO";13654;2010;5;"Incidente";"Sin informacion";"Rural";9.806546;-75.207853;"Villa Luz";"POINT (-75.207853 9.806546)";"2010-05-01";40299
"Accidente por MAP";"META";50;"PUERTO RICO";50590;2011;3;"Accidente";"Sin informacion";"Rural";2.741111111;-73.37083333;"Sin información";"POINT (-73.37083333 2.741111111)";"2011-03-01";40603
"Incautaciones";"SANTANDER";68;"BARBOSA";68077;1993;5;"Incidente";"Sin informacion";"Rural";5.926229;-73.611768;"";"POINT (-73.611768 5.926229)";"1993-05-01";34090
"Incautaciones";"BOYACA";15;"GÁMEZA";15296;2006;10;"Incidente";"Sin informacion";"Rural";5.802958;-72.80537;"";"POINT (-72.80537 5.802958)";"2006-10-01";38991
"Desminado militar en operaciones";"META";50;"URIBE";50370;2009;9;"Incidente";"Sin informacion";"Rural";3.119722;-74.357222;"El Reposo";"POINT (-74.357222 3.119722)";"2009-09-01";40057
"Accidente por MAP";"ANTIOQUIA";5;"ITUANGO";5361;2010;3;"Accidente";"Sin informacion";"Rural";7.171637;-75.764403;"Sin información";"POINT (-75.764403 7.171637)";"2010-03-01";40238
"Desminado militar en operaciones";"CAUCA";19;"EL TAMBO";19256;2013;8;"Incidente";"Sin informacion";"Rural";2.767222222;-76.89638889;"Vereda Yarumal";"POINT (-76.89638889 2.767222222)";"2013-08-01";41487
"Desminado militar en operaciones";"META";50;"PUERTO RICO";50590;2009;11;"Incidente";"Sin informacion";"Rural";2.744167;-72.953889;"La Victoria";"POINT (-72.953889 2.744167)";"2009-11-01";40118
"Accidente por MAP";"CAUCA";19;"ARGELIA";19050;2011;4;"Accidente";"Sin informacion";"Rural";2.324444444;-77.23805556;"Sin información";"POINT (-77.23805556 2.324444444)";"2011-04-01";40634
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2007;6;"Incidente";"Sin informacion";"Rural";3.034167;-75.731389;"";"POINT (-75.731389 3.034167)";"2007-06-01";39234
"Desminado militar en operaciones";"TOLIMA";73;"PLANADAS";73555;2010;9;"Incidente";"Sin informacion";"Rural";3.034444;-75.788611;"Palma Brava";"POINT (-75.788611 3.034444)";"2010-09-01";40422
"Desminado militar en operaciones";"CAQUETA";18;"EL DONCELLO";18247;2012;2;"Incidente";"Sin informacion";"Rural";1.761111;-75.231667;"Vereda El Nemal";"POINT (-75.231667 1.761111)";"2012-02-01";40940
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2014;8;"Incidente";"Sin informacion";"Rural";2.939444444;-74.14972222;"Vereda Santa Helena";"POINT (-74.14972222 2.939444444)";"2014-08-01";41852
"Accidente por MAP";"CAQUETA";18;"SAN VICENTE DEL CAGUÁN";18753;2009;7;"Accidente";"Sin informacion";"Rural";2.648055556;-74.77055556;"Sin información";"POINT (-74.77055556 2.648055556)";"2009-07-01";39995
"Desminado militar en operaciones";"NARIÑO";52;"TUMACO";52835;2012;1;"Incidente";"Sin informacion";"Rural";1.406389;-78.58;"Km59";"POINT (-78.58 1.406389)";"2012-01-01";40909
"Desminado militar en operaciones";"META";50;"MESETAS";50330;2014;5;"Incidente";"Sin informacion";"Rural";3.276666667;-74.22861111;"Vereda La Floresta";"POINT (-74.22861111 3.276666667)";"2014-05-01";41760
"Desminado militar en operaciones";"CALDAS";17;"SAMANÁ";17662;2006;8;"Incidente";"Sin informacion";"Rural";5.656667;-75.023333;"";"POINT (-75.023333 5.656667)";"2006-08-01";38930
"Accidente por MAP";"CAQUETA";18;"MONTAÑITA";18410;2006;9;"Accidente";"Sin informacion";"Rural";1.494944213;-75.46308951;"Montañita";"POINT (-75.46308951 1.494944213)";"2006-09-01";38961
"Desminado militar en operaciones";"CAQUETA";18;"MONTAÑITA";18410;2014;2;"Incidente";"Sin informacion";"Rural";1.165833333;-75.09333333;"Vereda Miramar";"POINT (-75.09333333 1.165833333)";"2014-02-01";41671
"Desminado militar en operaciones";"CAUCA";19;"TORIBÍO";19821;2010;6;"Incidente";"Sin informacion";"Rural";3.010556;-76.251667;"Buenavista";"POINT (-76.251667 3.010556)";"2010-06-01";40330
"Accidente por MAP";"CAQUETA";18;"PUERTO RICO";18592;2013;1;"Accidente";"Sin informacion";"Rural";1.907748987;-75.16039784;"MONTERREY";"POINT (-75.16039784 1.907748987)";"2013-01-01";41275
"Desminado militar en operaciones";"META";50;"URIBE";50370;2014;6;"Incidente";"Sin informacion";"Rural";3.663888889;-74.45777778;"Los Tambos";"POINT (-74.45777778 3.663888889)";"2014-06-01";41791
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2009;11;"Incidente";"Sin informacion";"Rural";7.476667;-76.214722;"La Esmeralda";"POINT (-76.214722 7.476667)";"2009-11-01";40118
"Desminado militar en operaciones";"CAQUETA";18;"CARTAGENA DEL CHAIRÁ";18150;2004;4;"Incidente";"Sin informacion";"Rural";1.2975;-74.678889;"";"POINT (-74.678889 1.2975)";"2004-04-01";38078
"Desminado militar en operaciones";"GUAVIARE";95;"SAN JOSÉ DEL GUAVIARE";95001;2011;10;"Incidente";"Sin informacion";"Rural";2.371667;-72.783056;"Area El Triunfo";"POINT (-72.783056 2.371667)";"2011-10-01";40817
"Desminado militar en operaciones";"ANTIOQUIA";5;"ANORÍ";5040;2016;4;"Incidente";"Sin informacion";"Rural";7.093888889;-75.15166667;"SAN JUAN";"POINT (-75.15166667 7.093888889)";"2016-04-01";42461
"Desminado militar en operaciones";"META";50;"EL DORADO";50270;2002;2;"Incidente";"Sin informacion";"Rural";3.741274;-73.837867;"";"POINT (-73.837867 3.741274)";"2002-02-01";37288
"Sospecha de campo minado";"ANTIOQUIA";5;"SAN CARLOS";5649;2016;6;"Incidente";"Caminos";"Rural";6.10839;-74.93969;"SCM_BIDES_2016_4704";"POINT (-74.93969 6.10839)";"2016-06-01";42522
"Desminado militar en operaciones";"BOYACA";15;"PISBA";15550;2007;10;"Incidente";"Sin informacion";"Rural";5.721349;-72.485944;"";"POINT (-72.485944 5.721349)";"2007-10-01";39356
"Incautaciones";"CASANARE";85;"VILLANUEVA";85440;2006;5;"Incidente";"Sin informacion";"Urbana";4.610892;-72.926744;"";"POINT (-72.926744 4.610892)";"2006-05-01";38838
"Desminado militar en operaciones";"NORTE DE SANTANDER";54;"EL TARRA";54250;2010;3;"Incidente";"Sin informacion";"Rural";8.606389;-73.053333;"La Selva";"POINT (-73.053333 8.606389)";"2010-03-01";40238
"Desminado militar en operaciones";"CAUCA";19;"INZÁ";19355;2015;4;"Incidente";"Sin informacion";"Rural";2.551111111;-76.00583333;"Vereda Segovia";"POINT (-76.00583333 2.551111111)";"2015-04-01";42095
"Incautaciones";"ARAUCA";81;"PUERTO RONDÓN";81591;2008;6;"Incidente";"Campamentos ilegales";"Rural";6.53;-71.250556;"El Oriente Sobaco";"POINT (-71.250556 6.53)";"2008-06-01";39600
"Sospecha de campo minado";"NARIÑO";52;"SAMANIEGO";52678;2007;12;"Incidente";"Sin informacion";"Rural";1.337083;-77.59313;"";"POINT (-77.59313 1.337083)";"2007-12-01";39417
"Desminado militar en operaciones";"ARAUCA";81;"ARAUQUITA";81065;2003;10;"Incidente";"Sin informacion";"Rural";7.023186;-71.384978;"";"POINT (-71.384978 7.023186)";"2003-10-01";37895
"Desminado militar en operaciones";"CORDOBA";23;"TIERRALTA";23807;2011;3;"Incidente";"Sin informacion";"Rural";7.878611;-76.105556;"La Vereda La Iguana";"POINT (-76.105556 7.878611)";"2011-03-01";40603
"Accidente por MAP";"ANTIOQUIA";5;"GUADALUPE";5315;2012;3;"Accidente";"Sin informacion";"Rural";6.814091;-75.240283;"";"POINT (-75.240283 6.814091)";"2012-03-01";40969
"Desminado militar en operaciones";"SANTANDER";68;"BARRANCABERMEJA";68081;2016;7;"Incidente";"Sin informacion";"Rural";6.998055556;-73.66111111;"PEROLES";"POINT (-73.66111111 6.998055556)";"2016-07-01";42552
"Desminado militar en operaciones";"BOGOTA DC";11;"Bogotá DC";11001;2009;8;"Incidente";"Sin informacion";"Rural";3.810556;-74.341944;"La Localidad 20 Cerro Negro";"POINT (-74.341944 3.810556)";"2009-08-01";40026
